Year,Date ,Block,TRT,Height,Leaf,TSSM,TSSME,PredM,PredE,StethL,StethE,Aphid,Anystid
2021,07/07/21,VIII,1,Lower,4,1,0,0,0,0,1,0,0
2021,07/07/21,VIII,1,Lower,5,0,0,0,0,0,0,1,0
2021,07/07/21,VIII,1,Lower,6,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,1,Lower,7,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,1,Lower,8,1,1,0,0,0,0,0,0
2021,07/07/21,VIII,1,Lower,9,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,1,Lower,10,0,3,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,11,4,7,0,0,4,0,0,0
2021,07/07/21,VIII,1,Upper,12,9,7,0,0,0,3,1,0
2021,07/07/21,VIII,1,Upper,13,2,3,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,14,7,10,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,15,8,16,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,16,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,17,0,2,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,18,0,1,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,19,4,20,0,0,0,0,0,0
2021,07/07/21,VIII,1,Upper,20,0,0,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,1,0,0,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,2,0,3,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,4,0,0,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,5,3,0,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,6,6,19,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,7,1,3,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,8,1,10,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,9,1,0,0,0,0,0,0,0
2021,07/07/21,I,2,Lower,10,0,0,0,0,0,0,0,0
2021,07/07/21,I,2,Upper,11,1,0,0,0,0,0,0,0
2021,07/07/21,I,2,Upper,12,2,0,0,0,0,0,0,0
2021,07/07/21,I,2,Upper,13,0,0,0,0,0,0,0,0
2021,07/07/21,I,2,Upper,14,0,0,0,0,0,0,0,0
2021,07/07/21,I,2,Upper,15,0,23,0,0,0,2,0,0
2021,07/07/21,I,2,Upper,16,2,0,0,0,0,0,0,0
2021,07/07/21,I,2,Upper,17,10,32,0,0,2,3,1,0
2021,07/07/21,I,2,Upper,18,1,4,0,0,1,0,1,0
2021,07/07/21,I,2,Upper,19,10,67,0,0,0,1,0,0
2021,07/07/21,I,2,Upper,20,17,86,0,0,1,1,0,0
2021,07/07/21,II,2,Lower,1,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,2,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,4,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,5,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,6,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,7,2,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,8,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,9,1,0,0,0,0,0,0,0
2021,07/07/21,II,2,Lower,10,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Upper,11,3,1,0,0,1,0,0,0
2021,07/07/21,II,2,Upper,12,2,1,0,0,1,0,1,0
2021,07/07/21,II,2,Upper,13,0,2,0,0,0,0,0,0
2021,07/07/21,II,2,Upper,14,28,11,0,0,0,0,0,0
2021,07/07/21,II,2,Upper,15,20,32,0,0,0,3,1,0
2021,07/07/21,II,2,Upper,16,0,0,0,0,0,0,0,0
2021,07/07/21,II,2,Upper,17,2,28,0,0,0,1,0,0
2021,07/07/21,II,2,Upper,18,14,9,0,0,0,2,0,0
2021,07/07/21,II,2,Upper,19,0,2,0,0,0,1,0,0
2021,07/07/21,II,2,Upper,20,1,0,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,1,0,22,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,2,2,0,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,3,9,3,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,4,0,0,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,5,0,0,0,0,0,0,1,0
2021,07/07/21,III,2,Lower,6,5,0,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,7,9,0,0,0,0,0,1,0
2021,07/07/21,III,2,Lower,8,4,0,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,9,0,0,0,0,0,0,0,0
2021,07/07/21,III,2,Lower,10,0,0,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,11,16,16,0,0,1,1,0,0
2021,07/07/21,III,2,Upper,12,2,44,0,0,0,3,0,0
2021,07/07/21,III,2,Upper,13,5,9,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,14,24,260,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,15,14,5,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,16,12,84,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,17,29,33,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,18,7,32,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,19,4,33,0,0,0,0,0,0
2021,07/07/21,III,2,Upper,20,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,1,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,2,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,4,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,5,2,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,6,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,7,0,3,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,8,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,9,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Lower,10,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Upper,11,17,22,0,0,0,1,0,0
2021,07/07/21,IV,2,Upper,12,6,10,0,0,1,1,0,0
2021,07/07/21,IV,2,Upper,13,10,7,0,0,3,0,0,0
2021,07/07/21,IV,2,Upper,14,6,12,0,0,3,0,0,0
2021,07/07/21,IV,2,Upper,15,4,1,0,0,0,0,0,0
2021,07/07/21,IV,2,Upper,16,2,2,0,0,0,1,0,0
2021,07/07/21,IV,2,Upper,17,1,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Upper,18,0,0,0,0,1,0,0,0
2021,07/07/21,IV,2,Upper,19,0,0,0,0,0,0,0,0
2021,07/07/21,IV,2,Upper,20,.,.,.,.,.,.,.,.
2021,07/07/21,V,2,Lower,1,0,0,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,2,5,4,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,3,1,0,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,4,0,0,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,5,7,0,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,6,2,0,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,7,0,0,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,8,3,0,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,9,1,1,0,0,0,0,0,0
2021,07/07/21,V,2,Lower,10,1,0,0,0,0,0,0,0
2021,07/07/21,V,2,Upper,11,3,7,0,0,0,0,0,0
2021,07/07/21,V,2,Upper,12,17,0,0,0,0,0,0,0
2021,07/07/21,V,2,Upper,13,14,3,0,0,0,0,0,0
2021,07/07/21,V,2,Upper,14,4,3,0,0,0,0,0,0
2021,07/07/21,V,2,Upper,15,7,4,0,0,0,0,0,0
2021,07/07/21,V,2,Upper,16,11,9,0,0,0,1,0,0
2021,07/07/21,V,2,Upper,17,2,4,0,0,1,0,0,0
2021,07/07/21,V,2,Upper,18,40,22,0,0,0,1,0,0
2021,07/07/21,V,2,Upper,19,11,14,0,0,0,1,0,0
2021,07/07/21,V,2,Upper,20,9,1,0,0,0,1,0,0
2021,07/07/21,VI,2,Lower,1,11,0,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,2,4,2,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,3,27,9,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,4,15,7,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,5,10,0,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,6,11,4,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,7,10,0,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,8,19,53,0,0,0,0,0,0
2021,07/07/21,VI,2,Lower,9,4,14,0,0,0,0,1,0
2021,07/07/21,VI,2,Lower,10,38,62,0,0,0,0,0,0
2021,07/07/21,VI,2,Upper,11,16,69,0,0,1,1,1,0
2021,07/07/21,VI,2,Upper,12,13,46,0,0,0,0,1,0
2021,07/07/21,VI,2,Upper,13,72,113,0,0,0,1,1,0
2021,07/07/21,VI,2,Upper,14,24,18,0,0,2,1,0,0
2021,07/07/21,VI,2,Upper,15,33,93,0,0,0,0,0,0
2021,07/07/21,VI,2,Upper,16,21,94,0,0,0,0,0,0
2021,07/07/21,VI,2,Upper,17,3,42,0,0,0,0,0,0
2021,07/07/21,VI,2,Upper,18,10,21,0,0,0,0,0,0
2021,07/07/21,VI,2,Upper,19,3,18,0,0,0,0,0,0
2021,07/07/21,VI,2,Upper,20,8,14,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,1,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,2,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,4,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,5,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,6,1,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,7,2,1,0,0,1,0,0,0
2021,07/07/21,VII,2,Lower,8,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,9,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Lower,10,0,0,0,0,0,1,0,0
2021,07/07/21,VII,2,Upper,11,9,52,0,0,0,1,.,0
2021,07/07/21,VII,2,Upper,12,4,13,0,0,1,0,0,0
2021,07/07/21,VII,2,Upper,13,92,26,0,0,0,0,0,0
2021,07/07/21,VII,2,Upper,14,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Upper,15,0,0,0,0,0,0,0,0
2021,07/07/21,VII,2,Upper,16,8,25,0,0,0,2,0,0
2021,07/07/21,VII,2,Upper,17,15,19,0,0,0,0,0,0
2021,07/07/21,VII,2,Upper,18,4,21,0,0,0,0,0,0
2021,07/07/21,VII,2,Upper,19,14,83,0,0,0,2,0,0
2021,07/07/21,VII,2,Upper,20,16,78,0,0,2,1,0,0
2021,07/07/21,VIII,2,Lower,1,1,0,0,0,0,1,0,0
2021,07/07/21,VIII,2,Lower,2,2,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Lower,4,1,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Lower,5,3,7,0,0,0,1,0,0
2021,07/07/21,VIII,2,Lower,6,4,0,0,0,0,2,0,0
2021,07/07/21,VIII,2,Lower,7,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Lower,8,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Lower,9,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Lower,10,1,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Upper,11,2,0,0,0,0,1,0,0
2021,07/07/21,VIII,2,Upper,12,0,1,0,0,0,0,0,0
2021,07/07/21,VIII,2,Upper,13,6,2,0,0,0,1,0,0
2021,07/07/21,VIII,2,Upper,14,5,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Upper,15,2,3,0,0,0,0,0,0
2021,07/07/21,VIII,2,Upper,16,7,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Upper,17,11,20,0,0,0,1,0,0
2021,07/07/21,VIII,2,Upper,18,4,0,0,0,0,0,0,0
2021,07/07/21,VIII,2,Upper,19,3,1,0,0,0,0,0,0
2021,07/07/21,VIII,2,Upper,20,0,0,0,0,0,0,0,0
2021,07/07/21,I,3,Lower,1,1,5,0,0,0,0,0,0
2021,07/07/21,I,3,Lower,2,7,27,0,0,0,1,0,0
2021,07/07/21,I,3,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,I,3,Lower,4,0,0,0,0,0,0,0,0
2021,07/07/21,I,3,Lower,5,0,0,0,0,0,0,0,0
2021,07/07/21,I,3,Lower,6,2,7,0,0,0,1,0,0
2021,07/07/21,I,3,Lower,7,1,0,0,0,0,0,0,0
2021,07/07/21,I,3,Lower,8,1,1,0,0,0,0,1,0
2021,07/07/21,I,3,Lower,9,2,0,0,0,0,0,0,0
2021,07/07/21,I,3,Lower,10,0,1,0,0,0,0,0,0
2021,07/07/21,I,3,Upper,11,20,250,0,0,0,3,0,0
2021,07/07/21,I,3,Upper,12,2,15,0,0,1,0,0,0
2021,07/07/21,I,3,Upper,13,0,9,0,0,0,0,0,0
2021,07/07/21,I,3,Upper,14,0,0,0,0,0,0,0,0
2021,07/07/21,I,3,Upper,15,37,260,0,0,0,0,0,0
2021,07/07/21,I,3,Upper,16,0,43,0,0,0,0,0,0
2021,07/07/21,I,3,Upper,17,0,0,0,0,0,0,0,0
2021,07/07/21,I,3,Upper,18,11,156,0,0,0,3,0,0
2021,07/07/21,I,3,Upper,19,5,104,0,0,0,0,0,0
2021,07/07/21,I,3,Upper,20,3,11,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,1,0,0,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,2,0,0,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,4,4,0,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,5,1,2,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,6,10,14,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,7,1,0,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,8,3,0,0,0,0,0,1,1
2021,07/07/21,II,3,Lower,9,3,2,0,0,0,0,0,0
2021,07/07/21,II,3,Lower,10,2,1,0,0,0,1,0,0
2021,07/07/21,II,3,Upper,11,20,36,1,0,0,2,0,0
2021,07/07/21,II,3,Upper,12,5,20,0,0,0,0,0,0
2021,07/07/21,II,3,Upper,13,19,3,0,0,0,0,0,0
2021,07/07/21,II,3,Upper,14,3,2,0,0,0,1,0,0
2021,07/07/21,II,3,Upper,15,33,41,0,0,0,0,0,0
2021,07/07/21,II,3,Upper,16,32,182,0,0,0,0,0,0
2021,07/07/21,II,3,Upper,17,46,240,0,0,0,0,0,0
2021,07/07/21,II,3,Upper,18,15,122,0,0,0,1,0,0
2021,07/07/21,II,3,Upper,19,4,3,0,0,1,3,0,0
2021,07/07/21,II,3,Upper,20,61,181,0,0,1,3,0,0
2021,07/07/21,III,3,Lower,1,5,0,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,2,0,0,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,3,0,1,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,4,9,6,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,5,4,0,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,6,0,1,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,7,3,0,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,8,0,0,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,9,5,4,0,0,0,0,0,0
2021,07/07/21,III,3,Lower,10,3,5,0,0,0,0,0,0
2021,07/07/21,III,3,Upper,11,1,46,0,0,0,1,0,0
2021,07/07/21,III,3,Upper,12,8,1,0,0,0,0,0,0
2021,07/07/21,III,3,Upper,13,60,390,1,0,2,1,0,0
2021,07/07/21,III,3,Upper,14,69,216,0,0,1,2,0,0
2021,07/07/21,III,3,Upper,15,15,141,0,0,0,1,0,0
2021,07/07/21,III,3,Upper,16,13,147,0,0,0,0,0,0
2021,07/07/21,III,3,Upper,17,1,13,0,0,0,1,0,0
2021,07/07/21,III,3,Upper,18,60,134,0,0,0,0,0,0
2021,07/07/21,III,3,Upper,19,24,48,0,0,0,0,0,0
2021,07/07/21,III,3,Upper,20,.,.,.,.,.,.,.,.
2021,07/07/21,IV,3,Lower,1,2,0,0,0,0,0,0,0
2021,07/07/21,IV,3,Lower,2,1,0,0,0,0,0,5,0
2021,07/07/21,IV,3,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,IV,3,Lower,4,2,0,0,0,0,0,0,0
2021,07/07/21,IV,3,Lower,5,5,3,0,0,0,0,0,0
2021,07/07/21,IV,3,Lower,6,1,0,0,0,0,1,0,0
2021,07/07/21,IV,3,Lower,7,1,7,0,0,0,0,0,0
2021,07/07/21,IV,3,Lower,8,9,1,0,0,0,0,0,0
2021,07/07/21,IV,3,Lower,9,7,1,1,0,0,0,0,0
2021,07/07/21,IV,3,Lower,10,5,2,0,0,0,0,0,0
2021,07/07/21,IV,3,Upper,11,11,16,0,0,1,0,1,0
2021,07/07/21,IV,3,Upper,12,16,4,0,0,0,2,0,0
2021,07/07/21,IV,3,Upper,13,26,45,0,0,1,1,0,0
2021,07/07/21,IV,3,Upper,14,10,2,0,0,0,0,0,0
2021,07/07/21,IV,3,Upper,15,25,19,0,0,1,0,0,0
2021,07/07/21,IV,3,Upper,16,23,30,0,0,0,2,0,0
2021,07/07/21,IV,3,Upper,17,13,11,0,0,0,1,0,0
2021,07/07/21,IV,3,Upper,18,11,13,0,0,0,0,0,0
2021,07/07/21,IV,3,Upper,19,25,1,0,0,0,0,0,0
2021,07/07/21,IV,3,Upper,20,5,1,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,1,0,0,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,2,7,4,0,0,0,1,0,0
2021,07/07/21,V,3,Lower,3,0,0,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,4,4,6,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,5,1,0,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,6,0,0,0,0,0,1,0,0
2021,07/07/21,V,3,Lower,7,0,0,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,8,2,0,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,9,0,2,0,0,0,0,0,0
2021,07/07/21,V,3,Lower,10,0,0,0,0,1,0,0,0
2021,07/07/21,V,3,Upper,11,39,48,0,0,0,4,0,0
2021,07/07/21,V,3,Upper,12,21,1,0,0,4,0,0,0
2021,07/07/21,V,3,Upper,13,20,30,0,0,2,6,0,0
2021,07/07/21,V,3,Upper,14,46,125,0,0,0,1,0,0
2021,07/07/21,V,3,Upper,15,28,15,0,0,0,0,0,0
2021,07/07/21,V,3,Upper,16,2,2,0,0,1,0,0,0
2021,07/07/21,V,3,Upper,17,85,138,0,0,3,1,0,0
2021,07/07/21,V,3,Upper,18,28,80,0,0,2,7,0,0
2021,07/07/21,V,3,Upper,19,30,15,0,0,1,0,0,0
2021,07/07/21,V,3,Upper,20,3,1,0,0,0,0,0,0
2021,07/07/21,VI,3,Lower,1,5,3,0,0,0,0,0,0
2021,07/07/21,VI,3,Lower,2,6,2,0,0,0,0,0,0
2021,07/07/21,VI,3,Lower,3,73,57,0,0,0,4,0,0
2021,07/07/21,VI,3,Lower,4,15,31,0,0,0,1,0,0
2021,07/07/21,VI,3,Lower,5,1,1,0,0,0,1,0,0
2021,07/07/21,VI,3,Lower,6,4,0,0,0,0,0,0,0
2021,07/07/21,VI,3,Lower,7,7,23,0,0,0,1,0,0
2021,07/07/21,VI,3,Lower,8,14,14,0,0,0,0,0,0
2021,07/07/21,VI,3,Lower,9,25,36,0,0,1,0,0,0
2021,07/07/21,VI,3,Lower,10,11,3,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,11,50,128,0,0,0,2,0,0
2021,07/07/21,VI,3,Upper,12,15,29,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,13,60,175,0,0,0,1,0,0
2021,07/07/21,VI,3,Upper,14,6,12,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,15,22,93,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,16,14,9,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,17,23,46,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,18,16,37,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,19,48,36,0,0,0,0,0,0
2021,07/07/21,VI,3,Upper,20,4,0,0,0,0,0,0,0
2021,07/07/21,VII,3,Lower,1,5,1,0,0,0,0,0,0
2021,07/07/21,VII,3,Lower,2,57,61,0,0,0,3,0,0
2021,07/07/21,VII,3,Lower,3,62,60,0,0,0,13,0,0
2021,07/07/21,VII,3,Lower,4,6,0,0,0,0,0,0,0
2021,07/07/21,VII,3,Lower,5,0,0,0,0,0,0,0,0
2021,07/07/21,VII,3,Lower,6,47,3,0,0,0,0,0,0
2021,07/07/21,VII,3,Lower,7,10,4,0,0,0,0,0,0
2021,07/07/21,VII,3,Lower,8,6,4,0,0,0,1,0,0
2021,07/07/21,VII,3,Lower,9,4,13,0,0,0,1,0,0
2021,07/07/21,VII,3,Lower,10,0,0,0,0,0,0,0,0
2021,07/07/21,VII,3,Upper,11,0,0,0,0,0,0,0,0
2021,07/07/21,VII,3,Upper,12,49,109,0,0,0,3,0,0
2021,07/07/21,VII,3,Upper,13,30,44,0,0,0,3,0,0
2021,07/07/21,VII,3,Upper,14,43,38,0,0,1,1,0,0
2021,07/07/21,VII,3,Upper,15,53,81,0,0,0,3,0,0
2021,07/07/21,VII,3,Upper,16,74,223,0,0,1,4,0,0
2021,07/07/21,VII,3,Upper,17,27,26,0,0,0,5,0,0
2021,07/07/21,VII,3,Upper,18,27,74,0,0,0,1,0,0
2021,07/07/21,VII,3,Upper,19,51,117,0,0,0,0,0,0
2021,07/07/21,VII,3,Upper,20,28,43,0,0,0,2,0,0
2021,07/07/21,VIII,3,Lower,1,13,9,0,0,0,0,0,0
2021,07/07/21,VIII,3,Lower,2,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,3,Lower,3,5,1,0,0,0,1,0,0
2021,07/07/21,VIII,3,Lower,4,6,1,0,0,0,0,0,0
2021,07/07/21,VIII,3,Lower,5,7,13,0,0,0,0,0,0
2021,07/07/21,VIII,3,Lower,6,9,0,0,0,0,0,0,0
2021,07/07/21,VIII,3,Lower,7,4,8,0,0,0,1,0,0
2021,07/07/21,VIII,3,Lower,8,5,0,0,0,0,0,0,0
2021,07/07/21,VIII,3,Lower,9,0,0,0,0,0,0,0,0
2021,07/07/21,VIII,3,Lower,10,6,1,0,0,0,0,0,0
2021,07/07/21,VIII,3,Upper,11,13,11,0,0,0,2,2,0
2021,07/07/21,VIII,3,Upper,12,4,9,0,0,0,0,0,0
2021,07/07/21,VIII,3,Upper,13,15,19,0,0,0,1,0,0
2021,07/07/21,VIII,3,Upper,14,45,67,0,0,1,1,0,0
2021,07/07/21,VIII,3,Upper,15,2,1,0,0,0,0,0,0
2021,07/07/21,VIII,3,Upper,16,11,106,0,0,0,9,0,0
2021,07/07/21,VIII,3,Upper,17,3,0,0,0,0,0,0,0
2021,07/07/21,VIII,3,Upper,18,7,11,0,0,0,1,0,0
2021,07/07/21,VIII,3,Upper,19,6,6,0,0,0,0,0,0
2021,07/07/21,VIII,3,Upper,20,8,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,1,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,2,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,3,0,0,0,0,0,0,1,0
2021,07/21/21,I,1,Lower,4,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,5,1,5,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,6,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,7,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,8,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,9,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Lower,10,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,11,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,12,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,13,1,8,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,14,0,8,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,15,1,0,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,16,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,17,0,1,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,18,0,0,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,19,0,2,0,0,0,0,0,0
2021,07/21/21,I,1,Upper,20,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Lower,1,0,0,0,0,0,0,1,0
2021,07/21/21,II,1,Lower,2,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Lower,3,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Lower,4,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Lower,5,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Lower,6,0,0,5,0,0,0,0,0
2021,07/21/21,II,1,Lower,7,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Lower,8,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Lower,9,0,0,0,0,0,0,1,0
2021,07/21/21,II,1,Lower,10,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,11,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,12,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,13,4,6,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,14,2,1,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,15,0,2,0,0,0,2,0,0
2021,07/21/21,II,1,Upper,16,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,17,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,18,1,0,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,19,0,0,0,0,0,0,0,0
2021,07/21/21,II,1,Upper,20,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,1,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,2,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,3,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,4,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,5,1,1,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,6,1,0,0,0,0,0,2,0
2021,07/21/21,III,1,Lower,7,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,8,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,9,2,0,0,0,0,0,0,0
2021,07/21/21,III,1,Lower,10,0,0,0,0,0,0,0,0
2021,07/21/21,III,1,Upper,11,1,0,0,0,0,0,0,0
2021,07/21/21,III,1,Upper,12,0,0,0,0,1,0,0,0
2021,07/21/21,III,1,Upper,13,1,3,0,0,0,0,0,0
2021,07/21/21,III,1,Upper,14,0,0,0,0,0,0,0,0
