Year,Date,Rep,TRT,Shakes,LBAdult,Psyllabora,LBL,StethA,StethL,MPA,MPN,HoverFly,LWL,Spiders,Anystid,Hymenop,Diabrotica,DBANymph,Nabid,LooperL,Hemiptera,StripedThrips
2023,07/05/23,I,3,4,2,0,0,21,0,6,0,0,0,2,5,0,0,0,0,1,0,0
2023,07/05/23,II,1,4,9,0,0,26,1,6,0,0,0,3,5,0,0,0,1,3,1,0
2023,07/05/23,II,2,4,1,0,1,32,6,5,0,0,0,4,2,0,0,0,1,0,0,0
2023,07/05/23,II,3,4,3,0,0,19,0,8,0,0,3,3,0,0,1,0,0,0,0,0
2023,07/05/23,III,1,4,5,0,4,23,7,7,0,0,0,2,3,0,0,0,2,0,0,0
2023,07/05/23,III,2,4,5,0,1,40,6,13,0,0,0,2,1,0,0,0,0,0,0,0
2023,07/05/23,III,3,4,4,0,0,12,1,10,0,0,2,12,1,0,0,0,0,0,0,0
2023,07/05/23,IV,1,4,1,0,4,19,5,1,0,0,1,8,2,1,0,0,0,0,1,0
2023,07/05/23,IV,2,4,3,0,5,25,1,13,0,0,0,8,1,0,0,0,2,0,0,0
2023,07/05/23,IV,3,4,4,0,0,22,2,2,0,0,0,2,2,0,0,0,0,0,0,0
2023,07/05/23,V,1,4,4,0,0,30,2,4,0,0,0,8,1,0,0,0,0,0,0,0
2023,07/05/23,V,2,4,2,0,1,23,1,3,0,0,0,5,0,0,0,0,0,0,0,0
2023,07/05/23,V,3,4,0,0,0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0
2023,07/05/23,VI,1,4,3,0,1,25,5,2,0,0,0,4,1,0,0,0,3,1,1,0
2023,07/05/23,VI,2,4,0,0,0,9,0,4,0,0,0,5,0,0,0,0,2,0,0,0
2023,07/05/23,VI,3,4,1,0,1,28,13,10,0,0,0,9,0,0,0,0,0,0,0,0
2023,07/05/23,VII,1,4,6,0,5,49,4,12,0,0,4,3,0,0,0,0,0,1,1,0
2023,07/05/23,VII,2,4,2,0,0,9,1,6,0,0,1,4,0,0,0,0,1,1,0,0
2023,07/05/23,VII,3,4,2,0,0,14,1,9,0,0,0,7,1,0,0,0,1,0,0,0
2023,07/05/23,VIII,1,4,3,0,3,47,0,13,0,0,2,7,0,0,0,0,2,1,2,0
2023,07/05/23,VIII,2,4,0,0,1,18,5,4,0,0,0,5,0,0,1,0,1,0,0,0
2023,07/05/23,VIII,3,4,0,0,0,13,1,5,0,0,0,6,0,0,0,0,2,0,1,0
2023,07/18/23,I,1,4,4,2,2,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2023,07/18/23,I,2,4,3,0,0,26,4,4,4,0,0,3,0,0,0,0,0,1,0,0
2023,07/18/23,I,3,4,0,0,1,27,2,1,0,0,3,0,0,0,0,0,0,2,0,0
2023,07/18/23,II,1,4,6,1,3,43,13,7,1,0,2,3,1,0,0,0,0,2,0,0
2023,07/18/23,II,2,4,1,0,4,44,1,5,5,0,0,2,3,0,0,0,0,1,0,0
2023,07/18/23,II,3,4,0,0,0,74,1,0,0,0,1,5,0,0,0,0,0,0,0,0
2023,07/18/23,III,1,4,1,1,0,59,6,2,6,0,3,0,0,0,0,0,0,2,0,0
2023,07/18/23,III,2,4,0,0,0,76,12,2,15,0,3,2,6,0,0,0,1,1,0,0
2023,07/18/23,III,3,4,0,0,0,116,1,1,1,0,5,0,3,0,0,0,0,4,0,0
2023,07/18/23,IV,1,4,2,0,2,56,2,6,4,0,4,0,7,0,0,0,1,3,0,0
2023,07/18/23,IV,2,4,1,1,1,56,2,6,7,0,1,1,4,0,0,0,0,4,0,0
2023,07/18/23,IV,3,4,0,0,1,46,12,2,2,0,1,2,1,0,0,0,0,0,0,0
2023,07/18/23,V,1,4,2,0,2,59,0,8,7,0,2,2,1,0,0,0,0,4,0,0
2023,07/18/23,V,2,4,0,0,1,56,3,1,4,0,4,5,3,0,0,0,0,0,0,0
2023,07/18/23,V,3,4,1,0,0,55,8,6,1,0,2,0,3,0,0,0,0,2,0,0
2023,07/18/23,VI,1,4,1,0,5,32,1,1,8,0,2,0,0,0,0,0,0,1,0,0
2023,07/18/23,VI,2,4,0,0,0,57,3,3,0,0,2,2,4,0,0,0,0,4,0,0
2023,07/18/23,VI,3,4,0,0,4,68,14,5,11,0,3,0,3,0,0,0,0,0,0,0
2023,07/18/23,VII,1,4,3,1,2,50,17,9,6,0,1,3,2,0,0,0,0,2,0,0
2023,07/18/23,VII,2,4,0,0,0,45,2,2,4,0,2,0,6,0,0,0,0,0,0,0
2023,07/18/23,VII,3,4,0,0,0,27,16,6,1,0,0,3,2,0,0,0,0,2,0,0
2023,07/18/23,VIII,1,4,1,0,2,25,12,10,2,0,2,2,2,0,0,0,1,0,0,0
2023,07/18/23,VIII,2,4,0,0,0,33,7,4,3,0,4,4,8,0,0,0,0,0,0,0
2023,07/18/23,VIII,3,4,0,0,0,34,13,2,6,0,0,4,1,0,0,0,0,0,0,0
2023,08/02/23,I,1,4,7,0,0,15,0,18,3,0,1,6,13,0,0,0,0,2,0,0
2023,08/02/23,I,2,4,0,0,0,6,0,4,1,0,0,2,3,0,0,0,0,1,0,0
2023,08/02/23,I,3,4,0,0,0,1,0,2,2,0,1,4,4,1,0,0,0,7,0,0
2023,08/02/23,II,1,4,0,0,0,8,0,1,4,0,1,7,2,0,0,0,0,4,0,0
2023,08/02/23,II,2,4,2,0,0,1,0,2,4,0,0,2,3,0,0,0,0,4,0,0
2023,08/02/23,II,3,4,5,3,0,5,0,5,2,0,2,1,7,1,0,0,0,7,0,0
2023,08/02/23,III,1,4,3,2,0,3,0,1,1,0,0,8,5,0,0,0,0,2,0,0
2023,08/02/23,III,2,4,1,0,0,12,0,3,2,0,1,3,3,0,0,0,0,0,0,0
2023,08/02/23,III,3,4,3,0,0,4,0,4,0,0,1,6,7,3,0,0,0,4,0,0
2023,08/02/23,IV,1,4,1,1,0,3,0,2,5,0,0,4,10,0,1,0,0,5,0,0
2023,08/02/23,IV,2,4,2,0,0,7,0,1,0,0,0,3,10,3,0,0,0,3,0,0
2023,08/02/23,IV,3,4,1,0,0,7,0,3,0,0,0,5,4,0,0,0,0,4,0,0
2023,08/02/23,V,1,4,2,2,2,2,0,2,0,0,2,4,4,0,0,0,0,7,0,0
2023,08/02/23,V,2,4,2,1,0,5,0,4,2,0,0,2,3,0,0,0,0,1,0,0
2023,08/02/23,V,3,4,2,0,0,6,0,0,3,0,0,4,4,0,0,0,1,1,0,0
2023,08/02/23,VI,1,4,1,0,0,5,0,1,2,0,0,3,7,0,0,0,0,0,0,0
2023,08/02/23,VI,2,4,0,0,0,4,0,2,5,0,0,6,1,0,0,0,0,1,0,0
2023,08/02/23,VI,3,4,0,0,0,5,0,4,0,0,2,4,3,1,0,0,0,2,0,0
2023,08/02/23,VII,1,4,0,0,0,2,0,2,5,0,1,3,0,0,0,0,0,1,0,0
2023,08/02/23,VII,2,4,1,0,0,9,0,4,1,0,0,1,1,1,0,0,0,1,0,0
2023,08/02/23,VII,3,4,0,0,0,3,0,1,1,0,0,3,4,0,0,0,0,1,0,0
2023,08/02/23,VIII,1,4,0,0,0,2,0,4,3,0,1,4,3,0,1,0,0,1,0,0
2023,08/02/23,VIII,2,4,2,1,1,6,0,3,1,0,0,2,2,0,1,0,0,0,0,0
2023,08/02/23,VIII,3,4,1,1,0,4,0,2,3,0,3,5,1,0,0,0,0,1,0,0
2023,08/17/23,I,1,4,3,1,0,1,0,2,0,0,0,6,1,0,0,0,0,0,0,0
2023,08/17/23,I,2,4,2,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023,08/17/23,I,3,4,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0
2023,08/17/23,II,1,4,0,0,0,4,0,6,0,0,0,7,1,0,0,0,0,0,0,0
2023,08/17/23,II,2,4,1,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2023,08/17/23,II,3,4,1,1,0,1,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2023,08/17/23,III,1,4,0,0,0,2,0,5,0,0,0,7,1,0,0,0,0,0,0,0
2023,08/17/23,III,2,4,0,0,0,1,0,5,0,0,0,10,0,0,1,0,0,1,0,0
2023,08/17/23,III,3,4,2,1,0,2,0,2,0,0,0,4,1,6,0,0,0,0,0,0
2023,08/17/23,IV,1,4,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,1,0,0
2023,08/17/23,IV,2,4,3,2,0,6,0,6,0,0,0,4,3,2,0,0,0,0,0,0
2023,08/17/23,IV,3,4,2,2,0,1,0,4,0,0,0,7,2,0,0,0,0,0,0,0
2023,08/17/23,V,1,4,0,0,1,6,0,5,0,0,0,5,0,0,0,0,0,0,0,0
2023,08/17/23,V,2,4,1,1,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,0
2023,08/17/23,V,3,4,1,1,0,8,0,1,0,0,0,10,2,0,0,0,0,0,0,0
2023,08/17/23,VI,1,4,1,1,0,5,0,1,0,0,0,6,1,0,0,0,0,0,0,0
2023,08/17/23,VI,2,4,0,0,0,3,0,8,0,0,0,4,1,0,0,0,0,0,0,0
2023,08/17/23,VI,3,4,1,0,0,5,0,1,0,0,0,9,0,1,0,0,0,0,0,0
2023,08/17/23,VII,1,4,0,0,0,3,0,8,0,0,0,6,1,0,0,0,0,0,0,0
2023,08/17/23,VII,2,4,0,0,0,5,0,1,0,0,0,10,0,3,0,0,0,1,0,0
2023,08/17/23,VII,3,4,0,0,0,2,0,5,0,0,0,3,0,0,0,0,0,1,0,0
2023,08/17/23,VIII,1,4,1,1,0,4,0,2,1,0,0,17,0,0,0,0,0,0,0,0
2023,08/17/23,VIII,2,4,1,0,0,3,0,2,0,0,0,7,0,1,0,0,0,0,0,0
2023,08/17/23,VIII,3,4,0,0,0,6,0,2,0,0,0,3,1,0,0,0,0,0,0,0
